REF_DATE,GEO,DGUID,Type of fuel,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2001-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,74.9,,,,1
2001-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,68.8,,,,1
2001-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,62.9,,,,1
2001-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,66.9,,,,1
2001-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,69.5,,,,1
2001-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,61.3,,,,1
2001-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,57.0,,,,1
2001-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,55.1,,,,1
2002-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,56.0,,,,1
2002-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,58.0,,,,1
2002-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,62.8,,,,1
2002-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,65.9,,,,1
2002-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,64.3,,,,1
2002-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,64.5,,,,1
2002-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,66.6,,,,1
2002-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,68.7,,,,1
2002-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,70.0,,,,1
2002-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,71.7,,,,1
2002-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,71.6,,,,1
2002-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,70.9,,,,1
2003-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,74.4,,,,1
2003-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,79.1,,,,1
2003-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,77.3,,,,1
2003-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,67.6,,,,1
2003-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,65.5,,,,1
2003-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,65.2,,,,1
2003-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,68.3,,,,1
2003-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,75.5,,,,1
2003-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,71.4,,,,1
2003-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,68.9,,,,1
2003-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,64.6,,,,1
2003-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,65.1,,,,1
2004-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,69.4,,,,1
2004-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,72.7,,,,1
2004-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,73.8,,,,1
2004-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,75.8,,,,1
2004-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,87.5,,,,1
2004-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,81.3,,,,1
2004-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,81.3,,,,1
2004-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,80.8,,,,1
2004-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,74.9,,,,1
2004-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,80.1,,,,1
2004-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,76.9,,,,1
2004-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,72.1,,,,1
2005-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,76.8,,,,1
2005-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,78.5,,,,1
2005-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,82.4,,,,1
2005-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,87.0,,,,1
2005-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,82.9,,,,1
2005-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,87.1,,,,1
2005-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,91.6,,,,1
2005-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,97.6,,,,1
2005-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,108.8,,,,1
2005-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,97.1,,,,1
2005-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,85.6,,,,1
2005-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,86.1,,,,1
2006-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,91.9,,,,1
2006-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,84.6,,,,1
2006-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,89.0,,,,1
2006-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,100.6,,,,1
2006-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,94.5,,,,1
2006-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,98.0,,,,1
2006-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,105.2,,,,1
2006-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,103.2,,,,1
2006-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,85.4,,,,1
2006-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,83.5,,,,1
2006-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,83.1,,,,1
2006-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,87.7,,,,1
2007-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,82.5,,,,1
2007-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,89.3,,,,1
2007-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,99.5,,,,1
2007-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,101.8,,,,1
2007-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,106.6,,,,1
2007-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,103.3,,,,1
2007-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,101.2,,,,1
2007-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,96.3,,,,1
2007-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,97.3,,,,1
2007-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,95.1,,,,1
2007-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,101.5,,,,1
2007-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,102.3,,,,1
2008-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,104.1,,,,1
2008-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,104.7,,,,1
2008-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,107.1,,,,1
2008-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,113.8,,,,1
2008-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,123.9,,,,1
2008-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,129.9,,,,1
2008-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,130.2,,,,1
2008-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,120.4,,,,1
2008-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,119.9,,,,1
2008-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,102.2,,,,1
2008-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,78.8,,,,1
2008-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,69.5,,,,1
2009-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,74.2,,,,1
2009-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,76.8,,,,1
2009-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,80.8,,,,1
2009-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,80.9,,,,1
2009-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,89.3,,,,1
2009-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,94.4,,,,1
2009-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,89.5,,,,1
2009-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,93.7,,,,1
2009-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,90.5,,,,1
2009-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,91.6,,,,1
2009-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,94.7,,,,1
2009-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,91.3,,,,1
2010-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,95.2,,,,1
2010-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,94.9,,,,1
2010-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,98.3,,,,1
2010-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,98.2,,,,1
2010-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,96.0,,,,1
2010-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,94.4,,,,1
2010-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,101.4,,,,1
2010-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,100.2,,,,1
2010-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,101.1,,,,1
2010-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,106.4,,,,1
2010-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,108.7,,,,1
2010-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,111.3,,,,1
2011-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,114.3,,,,1
2011-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,114.0,,,,1
2011-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,121.0,,,,1
2011-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,127.8,,,,1
2011-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,128.3,,,,1
2011-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,125.0,,,,1
2011-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,127.1,,,,1
2011-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,125.6,,,,1
2011-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,125.1,,,,1
2011-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,123.3,,,,1
2011-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,119.4,,,,1
2011-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,117.6,,,,1
2012-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,121.8,,,,1
2012-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,124.0,,,,1
2012-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,126.3,,,,1
2012-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,130.6,,,,1
2012-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,125.5,,,,1
2012-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,119.1,,,,1
2012-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,120.7,,,,1
2012-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,124.7,,,,1
2012-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,127.1,,,,1
2012-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,124.8,,,,1
2012-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,122.0,,,,1
2012-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,118.5,,,,1
2013-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,120.1,,,,1
2013-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,128.3,,,,1
2013-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,127.1,,,,1
2013-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,123.3,,,,1
2013-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,122.4,,,,1
2013-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,126.9,,,,1
2013-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,130.2,,,,1
2013-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,129.9,,,,1
2013-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,129.8,,,,1
2013-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,123.9,,,,1
2013-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,123.3,,,,1
2013-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,125.8,,,,1
2014-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,125.2,,,,1
2014-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735097,8.2,128.7,,,,1
